name,method,ingredients,category
Pork stew with tomato and turmeric,"Place a ,pot, over high heat.,Cut, the pork belly into 2 cm small pieces and spread 2 tablespoons olive oil, salt, and pepper.,Transfer them to the pot and sauté for 5-6 minutes, until they are nicely golden brown. Remove, put them on a plate, and set it aside. ,Clean the pot, put it back on heat, and add 2 tablespoons olive oil. ,Coarsely chop the onion and the garlic, and add them to the pot.,Add the ginger finely chopped, the flour, and mix. Then, add the pork, deglaze with the wine, and stir.,Add the tomato paste, the water, and stir. ,Lower the heat to medium and add the tomatoes cut into pieces, the turmeric, the cumin, the coriander, the rosemary, and cover with the lid. Simmer for 2 to 2 ½ hours. ,Serve with basmati rice, rosemary, salt, and pepper. "," 1 1/2 kilo pork belly, boneless, skin off , 4 tablespoon(s) olive oil , salt , pepper , 1 onion , 2 clove(s) of garlic , 10 g ginger , 1 tablespoon(s) all-purpose flour , 50 g red wine , 1 tablespoon(s) tomato paste , 500 g water , 400 g tomatoes , 1 tablespoon(s) turmeric , 1 teaspoon(s) cumin, seeds , 1 teaspoon(s) coriander, seeds  , 3 sprig(s) rosemary , 500 g basmati rice , rosemary , salt , pepper ",Meats
Greek meatballs with yogurt ouzo sauce,"In a bowl, combine the yogurt, lemon zest, 1 tablespoon olive oil, mint, salt and pepper.,Add the ouzo, mix and set aside.,The yogurt has to be strained so that it can soak up the moisture of the rest of the ingredients.,In a bowl, add the water and the bread. Allow it to soak.,Wring the bread with your hands to remove all of the water and place in another bowl.,Add the ground pork, ground beef, eggs, parsley, oregano, garlic, onion, mint, cumin, pepper, salt and 3 tablespoons of olive oil. Mix thoroughly until all of the ingredients are completely combined.,It’s important to add enough salt at this time because you won’t be able to add more salt after frying.,Cover bowl with plastic wrap and refrigerate for 1 hour.,Place a ,pan, with sunflower oil over medium to high heat and let it get hot. You want to add enough sunflower oil so that it covers the meatballs while frying.,Shape the mixture into 20 balls (20-25 g each) and dredge them in the flour.,Tap to remove excess flour and add them to the hot oil in the pan in batches.,Fry for 2-3 minutes until golden and mix every so often.,When ready, remove from pan and transfer to paper towels so they can drain from excess oil.,Serve with ,fries,,, yogurt ouzo sauce and mint leaves."," 300 g strained yogurt , lemon zest, of 1 lemon  , 1 tablespoon(s) olive oil , 2 tablespoon(s) mint , salt , pepper , 30 g ouzo , 120 g bread, stale,cut into slices  , 250 g ground pork , 250 g ground beef , 2 eggs , 2 tablespoon(s) parsley , 1 tablespoon(s) oregano , 1 clove(s) of garlic , 1 onion , 1 tablespoon(s) mint , 1 teaspoon(s) cumin , pepper , 1 tablespoon(s) salt , 3 tablespoon(s) olive oil , all-purpose flour, for dredging , 1 liter sunflower oil ,   ,French fries, , mint leaves ",Meats
Korean-style pork shoulder,"Preheat the oven to 160,ο, C (320,ο, F) set to fan.,Put the pork into a baking pan, add the sugar, the salt, and spread them over its whole surface. Cover with plastic wrap and refrigerate it for 8-12 hours. Do not leave it for longer, as it will become salty. ,Rinse the meat very well and transfer it to a baking pan with a rack. Then, using a knife, prick holes in 10 to 15 spots. ,Cut the garlic and the ginger into slices, and divide them among the holes. ,Spread the olive oil, the rosemary, and wrap well with aluminum foil. ,Bake for 4 hours. ,Increase the oven’s temperature to 200,ο, C (390,ο, F).,In a frying pan over high heat add the sweet chili sauce, the balsamic vinegar, and simmer for 2-3 minutes until the glaze sets and thickens. ,Remove the pork and pour the glaze over it. Bake for 30-50 minutes until it is caramelized.,Add the noodles into a bowl along with the peas, the leek cut into thin strips, the green part of the spring onions into small pieces, add some boiling water, and cover with plastic wrap. Leave the noodles according to the packet’s instructions. ,Drain, add the soy sauce, mix, and serve. "," 3 kilos pork shoulder , 4 tablespoon(s) brown sugar , 4 tablespoon(s) salt, coarse , 4 clove(s) of garlic , 20 g ginger , 2 tablespoon(s) olive oil , 3-4 sprig(s) rosemary , 70 g ,sweet chili sauce, , 70 g balsamic vinegar, with honey , 300 g noodles , 50 g peas, frozen  , 50 g leek , 3 spring onions , 2 tablespoon(s) soy sauce ",Meats
Pork meatballs and green beans,"Place a ,frying pan, over high heat and add the seed oil. ,In a bowl add the ground pork, the cumin, the paprika, the dried breadcrumbs, the olive oil, salt, pepper, the egg, the oregano, and mix well. ,Shape about 25 meatballs and put them into a ,baking pan,. Add the flour, salt, and toss to coat. ,Add the meatballs to the pan in two batches and fry them for about 2-3 minutes, until they are golden brown. Remove and transfer to paper towels. ,Place a ,pot, over high heat and add the olive oil. ,Coarsely chop the onion, cut the garlic into slices, and add them to the pot. Add the thyme, salt, pepper, and sauté. ,Cut, the peppers into thin strips and add them to the pot. Add paprika, the tomato paste, and sauté. ,Add the green beans, deglaze the pot with the wine, add the canned tomatoes, the water, the sugar, the meatballs, and cover with the lid. Simmer over medium heat for 20-25 minutes. ,Serve with mint, olive oil, pepper, and feta cheese. "," 500 g ground pork , 1 teaspoon(s) cumin , 1 tablespoon(s) paprika , 1 clove(s) of garlic , 50 g dry breadcrumbs , 1-2 tablespoon(s) olive oil , salt , pepper , 1 egg, medium , 1 teaspoon(s) oregano , 50 g all-purpose flour , 400 ml seed oil , 2 tablespoon(s) olive oil , 1 onion , 1 clove(s) of garlic , 1 tablespoon(s) thyme , salt , pepper , 1 red bell pepper , 1 yellow bell pepper , 1 tablespoon(s) paprika , 1 tablespoon(s) tomato paste , 500 g green beans , 50 g red wine , 400 g canned tomatoes , 400 g water , 1 pinch granulated sugar , mint , olive oil , pepper , feta cheese ",Meats
Sausage and potato bake,"Preheat the oven to 180,ο, C (350,ο, F) set to fan.,Place a ,frying pan, over high heat and add the olive oil.,Coarsely ,chop, the onions, cut the garlic into thin slices, and add them to the pan.,Add the potatoes cut in half, the rosemary, and mix.,Cut the carrots into half-moons and add them to the pan. Sauté all the vegetables for 2-3 minutes.,Add the mustard, the chicken bouillon cube, the water, the lemon juice, salt, pepper, and mix. ,Transfer to a 28x36 cm ,baking pan, and cover with aluminum foil. Bake for 1 hour.,Remove from the oven. Score the sausages on 2-3 spots and add them to the pan, on top of the vegetables.,Increase the oven’s temperature to 190,ο, C (370,ο, F) and bake for 20-25 minutes, uncovered.,Serve with feta cheese, oregano, and pepper."," 2 onions , 2 tablespoon(s) olive oil , 2 clove(s) of garlic , 1 kilo baby potatoes , 1 tablespoon(s) rosemary , 4 carrots , 1 tablespoon(s) mustard , 1 chicken bouillon cube , 200 g water , lemon juice, of 1 lemon , salt , pepper , 700 g sausages , feta cheese , oregano , pepper ",Meats
Soup with homemade trahana - Trahanοsoupa,"Add all of the ingredients into a large bowl and start kneading them with your hands, by adding the flour little by little. Your goal is to have a dough that does not stick to your hands. ,Lay a clean sheet on a large surface (e.g. your kitchen counter or table), cut the dough into pieces -the size of a hazelnut- and put them on the sheet. ,Cover the trahana with a piece of tulle and sun-dry it for 2-3 days.,In order to ensure that it has been dried, 2-3 days later, bake the trahana in the oven, at 50°C (120 °F) set to fan, for about 2 hours. ,Break it up into chunks, using a food processor, and transfer the trahana to cotton bags (or pillowcases) where you store it in a cool, dry place for about 1 year. ,In a ,pot, add the water, the trahana, the salt, the olive oil, and simmer for about 10 minutes until the soup thickens. You should stir constantly since trahana can easily stick to the bottom of the pot. ,In a ,frying pan,, add the olive oil and sauté the bacon, cut into strips, for 2-3 minutes. ,Serve the trahana with the bacon, sprinkle with fresh thyme, chili flakes, and toasted bread. "," 1 kilo strained yogurt , 500 g semolina, fine , 500 g all-purpose flour , 1 teaspoon(s) salt , 1 teaspoon(s) pepper , 1 liter water, at room temperature , 200-250 g sour trahana pasta , 1 teaspoon(s) salt , 50 g olive oil , 50 g olive oil , 8 slices bacon, cut into strips , chili flakes , thyme, fresh , bread, toasted ",Soups
Vegan red lentil soup,"Rinse the lentils and add them to a ,pot, along with the ginger, the chili, the turmeric, the 500 g water, and the salt.,Boil the mixture over medium heat for 30 minutes, until the lentils soften well.,Remove the ginger and the chili from the pot, and puree the mixture with an immersion blender. Set aside until needed.,At the same time, prepare the flavored oil. ,In a frying pan add the olive oil, the cumin, the chili flakes, the garlic, and sauté them for 1 minute.,Add half of the mixture into the lentils along with the coriander and plenty of hot water, stirring well until you get the desired consistency.,Simmer for 2 minutes.,Serve with the rest of the flavored oil and finely chopped coriander. "," 200 g red lentils , 10 g ginger, peeled , 1 chili pepper, seeded , 1 teaspoon(s) turmeric, ground , 500 g water, + extra hot water, for the soup  , 1 teaspoon(s) salt , 4 tablespoon(s) olive oil , 1 teaspoon(s) cumin, seeds , 1/2 teaspoon(s) chili flakes , 2 clove(s) of garlic, finely chopped , 1/2 bunch coriander, finely chopped + extra to serve ",Soups
Pressure-cooker pork neck with artichokes,"Place the pressure cooker over high heat.,Cut the pork into 2-3 cm pieces, add the olive oil, salt, pepper, and spread over the whole surface of the meat.,Transfer to the pressure cooker and sauté for 3-4 minutes until golden brown. Remove the pork and set it aside.,Cut the onion and the potatoes into large pieces, the garlic into slices, the leeks into small pieces, the carrots into half-moons, and add them to the pressure cooker. Sauté until golden.,Add the artichokes, deglaze with the wine, and add the lemon juice.,Add salt, pepper, the dill finely chopped, the pork, the water, and cover with the lid. Turn the safety valve to the proper pressure indicator and boil over medium heat for 40 minutes.,Depressurize the pressure cooker and serve with dill, lemon slices, olive oil, and pepper."," 1 1/2 kilo pork, neck , 2 tablespoon(s) olive oil , salt , pepper , 1 onion , 2 clove(s) of garlic , 800 g potatoes , 2 leeks , 2 carrots , 750 g artichokes , 100 g white wine , lemon juice, of 1 lemon , 1/2 bunch dill , 500 g water , dill , 1 lemon , olive oil , pepper ",Meats
Pea soup with parmesan biscuits,"In a ,pot, over medium heat, add the olive oil, the butter, and heat them.,Clean and cut the spring onions into rounds.,Peel and cut the potato into 2 cm cubes.,Add the spring onions and the potato into the pot, and sauté. You don’t want them to turn golden, just to be sautéed. ,Add the stock and simmer for 15 minutes, until the potatoes are tender.,Add the peas and boil them for 4 minutes or until the peas are cooked. ,Remove the pot from the heat, add the mint leaves, and homogenize the soup with an immersion blender until it has a velvety texture. ,Check the seasoning and, if needed, add salt and pepper.,Preheat the oven to 180°C (350° F) set to fan.,Line the bottom of a ,baking pan, with parchment paper and shape 6 circles with the grated parmesan, 6-7 cm in diameter. ,Bake the parmesan for 3 minutes or until it melts and turns slightly golden.,Remove the baking pan from the oven, allow 5 minutes for the biscuits to cool, and then remove them from the pan with a spatula.,Divide the soup among 6 bowls and serve it hot with finely chopped spring onion, mint leaves, and the parmesan biscuits."," 1 tablespoon(s) olive oil , 1 tablespoon(s) butter , 5 spring onions, + extra to serve , 1 potato, medium , 1 liter vegetable stock , 900 g peas , 1/4 bunch mint, only the leaves + extra to serve , salt, optional , pepper, optional , 100 g parmesan cheese, grated ",Soups
Curried sweet potato soup,"Peel the sweet potatoes, cut them into 2 cm cubes, and add them into a ,bowl,.,Cut the onions, the garlic, the chili pepper, and the sundried tomatoes into slices.,In a ,pot, add the olive oil and place it over medium heat.,Add the onions and sauté them for 2-3 minutes.,Add the garlic, the pepper, and keep sautéing for 1-2 more minutes.,Add the turmeric, the curry, the sweet potatoes, the thyme, and mix with a wooden spoon.,Add the water, the vegetable stock cube, salt, pepper, and boil for 30 minutes until the sweet potatoes are tender.,Add the coconut milk and boil for 5-10 more minutes.,Remove from the heat, sprinkle with finely chopped fresh coriander and serve with couscous."," 1 kilo sweet potatoes , 2 onions , 1 clove(s) of garlic , 1 chili pepper , 80 g sun-dried tomato , 1 tablespoon(s) olive oil , 1 tablespoon(s) turmeric , 1 tablespoon(s) curry , 1 tablespoon(s) thyme, finely chopped , 1 liter water , 1 vegetable bouillon cube , salt , pepper , 300 g coconut milk , 1/2 bunch coriander, finely chopped , couscous, boiled ",Soups
